StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Technical_Skills_Score,PlacementStatus,PlacementStatus_encoded
895,7.6,1.0,1,0,74,4.0,No,Yes,60,68,49.0,notplaced,0
896,7.4,1.0,1,1,68,4.7,No,Yes,55,66,60.0,notplaced,0
897,7.1,1.0,2,0,84,4.6,No,Yes,71,61,59.0,placed,1
898,6.5,1.0,1,0,68,4.1,No,Yes,55,64,61.0,notplaced,0
899,8.5,1.0,3,1,77,4.7,Yes,Yes,65,85,76.0,notplaced,0
900,8.4,0.0,3,2,89,4.1,Yes,Yes,70,84,87.0,placed,1
901,8.6,2.0,3,3,87,4.7,Yes,Yes,70,86,92.0,placed,1
902,8.0,1.0,2,1,81,4.4,Yes,Yes,83,84,62.0,placed,1
903,8.0,1.0,1,1,77,3.7,Yes,Yes,73,69,77.0,notplaced,0
904,8.5,2.0,2,0,86,4.3,Yes,Yes,80,86,44.0,placed,1
905,8.2,0.0,3,0,71,4.7,Yes,Yes,76,88,90.0,placed,1
906,7.6,0.0,1,1,81,4.3,Yes,No,74,67,43.0,notplaced,0
907,8.3,2.0,3,0,79,4.5,Yes,No,59,85,84.0,notplaced,0
908,6.8,1.0,2,2,82,3.9,Yes,Yes,61,66,44.0,placed,1
909,7.8,2.0,3,1,86,4.4,Yes,Yes,76,80,55.0,notplaced,0
910,8.6,1.0,3,1,87,4.6,Yes,Yes,77,74,42.0,placed,1
911,7.8,2.0,3,0,82,4.3,Yes,Yes,72,88,54.0,placed,1
912,8.2,1.0,3,2,75,4.5,Yes,Yes,80,63,90.0,notplaced,0
913,8.3,0.0,3,2,84,4.3,No,No,81,82,75.0,notplaced,0
914,7.6,1.0,3,0,80,4.3,Yes,Yes,84,67,62.0,notplaced,0
915,7.6,1.0,1,0,81,4.5,No,No,62,67,79.0,notplaced,0
916,6.5,1.0,1,0,78,3.5,No,Yes,58,73,54.0,notplaced,0
917,6.5,1.0,1,1,64,4.0,No,Yes,55,66,92.0,notplaced,0
918,7.5,2.0,2,0,89,4.8,Yes,Yes,72,79,82.0,placed,1
919,7.4,2.0,1,0,77,4.3,No,No,66,74,53.0,placed,1
920,7.8,0.0,3,0,69,4.2,Yes,Yes,73,71,79.0,placed,1
921,7.7,1.0,2,1,66,3.4,No,Yes,60,80,58.0,notplaced,0
922,7.7,2.0,1,1,90,4.5,Yes,Yes,56,73,79.0,placed,1
923,8.2,1.0,1,0,76,4.7,Yes,Yes,75,84,46.0,notplaced,0
924,7.2,1.0,1,0,78,4.2,No,No,65,74,64.0,notplaced,0
925,7.5,0.0,1,2,89,4.0,No,Yes,66,63,60.0,notplaced,0
926,7.5,0.0,1,0,66,3.5,No,No,60,73,53.0,notplaced,0
927,7.3,0.0,1,1,74,4.1,No,No,64,72,67.0,notplaced,0
928,7.1,1.0,2,0,85,4.2,Yes,Yes,73,84,80.0,placed,1
929,8.0,2.0,3,3,80,4.8,Yes,Yes,78,86,74.0,notplaced,0
930,7.7,0.0,1,0,69,3.9,No,Yes,56,62,56.0,notplaced,0
931,7.5,2.0,3,1,86,4.4,Yes,Yes,71,80,72.0,placed,1
932,7.7,0.0,1,0,76,3.4,No,No,55,65,79.0,notplaced,0
933,7.5,1.0,1,0,70,4.3,No,Yes,55,71,79.0,notplaced,0
934,7.9,1.0,3,2,81,4.8,No,Yes,74,80,54.0,placed,1
935,6.6,1.0,1,1,70,4.6,No,Yes,55,66,81.0,placed,1
936,6.5,0.0,1,0,75,4.1,No,Yes,83,67,83.0,notplaced,0
937,8.4,2.0,3,3,87,4.8,No,Yes,72,70,60.0,placed,1
938,8.4,2.0,3,2,90,4.8,Yes,Yes,71,87,51.0,notplaced,0
939,7.3,1.0,1,0,65,4.0,No,Yes,63,70,82.0,notplaced,0
940,7.6,1.0,2,0,66,3.8,Yes,No,55,68,91.0,notplaced,0
941,8.2,1.0,3,2,90,4.6,Yes,Yes,86,85,50.0,placed,1
942,8.3,1.0,3,0,75,3.9,Yes,Yes,76,81,93.0,placed,1
943,6.5,2.0,3,0,82,4.3,No,Yes,56,70,46.0,notplaced,0
944,8.3,1.0,2,2,71,4.5,Yes,Yes,56,67,43.0,placed,1
945,7.2,0.0,2,2,90,4.8,Yes,Yes,82,75,62.0,placed,1
946,7.7,0.0,1,0,67,3.5,No,No,55,61,90.0,notplaced,0
947,7.8,0.0,2,1,66,3.6,No,Yes,85,66,68.0,notplaced,0
948,8.4,2.0,3,2,90,4.8,No,Yes,70,85,80.0,placed,1
949,8.1,1.0,2,0,88,4.6,Yes,Yes,82,86,65.0,placed,1
950,8.0,0.0,3,0,88,4.6,Yes,Yes,84,70,58.0,placed,1
951,8.3,1.0,1,1,64,4.1,No,No,55,71,58.0,notplaced,0
952,6.7,1.0,2,1,78,4.4,No,No,60,88,80.0,notplaced,0
953,6.6,1.0,2,0,71,3.8,Yes,Yes,56,86,73.0,notplaced,0
954,7.6,0.0,1,1,65,4.1,No,No,55,62,87.0,notplaced,0
955,7.5,1.0,1,0,70,3.9,No,No,56,75,68.0,notplaced,0
956,6.5,1.0,1,0,82,3.9,No,Yes,55,60,41.0,notplaced,0
957,8.3,1.0,2,2,82,4.6,Yes,Yes,83,87,41.0,placed,1
958,6.5,0.0,2,1,69,4.7,Yes,Yes,72,72,82.0,notplaced,0
959,7.9,2.0,3,2,87,4.5,No,Yes,74,67,63.0,notplaced,0
960,6.6,1.0,3,0,81,4.4,No,Yes,76,65,86.0,notplaced,0
961,8.1,2.0,3,2,90,4.7,Yes,Yes,78,82,91.0,placed,1
962,7.3,1.0,1,1,83,3.9,Yes,No,67,70,58.0,notplaced,0
963,6.6,0.0,1,1,67,4.5,No,No,65,71,91.0,notplaced,0
964,7.6,1.0,1,0,81,3.8,No,Yes,59,60,76.0,notplaced,0
965,6.5,1.0,1,1,62,3.4,No,Yes,69,70,73.0,notplaced,0
966,7.5,0.0,1,0,71,4.1,No,No,60,72,73.0,notplaced,0
967,7.4,1.0,1,1,63,4.2,No,Yes,55,68,59.0,notplaced,0
968,6.5,1.0,2,0,66,4.0,No,No,57,71,95.0,notplaced,0
969,7.6,1.0,2,0,73,4.0,Yes,Yes,75,64,55.0,notplaced,0
970,6.8,1.0,1,1,78,4.1,No,No,73,72,89.0,notplaced,0
971,8.8,2.0,3,2,90,4.8,Yes,Yes,80,80,43.0,placed,1
972,6.7,1.0,2,0,77,4.4,No,Yes,58,65,75.0,notplaced,0
973,7.3,1.0,1,2,66,4.6,No,Yes,55,70,60.0,placed,1
974,7.6,1.0,2,1,81,4.0,No,Yes,55,61,70.0,notplaced,0
975,7.7,1.0,2,1,69,4.1,No,Yes,78,63,67.0,notplaced,0
976,8.0,2.0,2,2,83,4.5,Yes,Yes,72,88,76.0,notplaced,0
977,7.9,0.0,1,2,86,4.3,No,Yes,61,63,48.0,placed,1
978,8.4,1.0,3,0,73,4.6,Yes,Yes,86,83,80.0,notplaced,0
979,7.5,1.0,1,0,69,4.3,No,No,62,62,72.0,notplaced,0
980,6.6,1.0,2,0,88,4.0,No,No,78,67,40.0,notplaced,0
981,8.3,2.0,3,2,90,4.8,Yes,Yes,80,88,67.0,placed,1
982,7.4,2.0,3,2,71,4.8,Yes,Yes,85,75,51.0,placed,1
983,6.8,1.0,2,0,79,3.4,No,Yes,76,63,70.0,notplaced,0
984,8.4,1.0,3,2,90,4.8,Yes,Yes,80,78,67.0,placed,1
985,8.3,1.0,1,2,88,4.1,Yes,No,70,80,95.0,placed,1
986,7.9,2.0,1,2,89,4.8,Yes,No,78,77,51.0,notplaced,0
987,7.5,1.0,1,0,66,3.8,No,No,58,63,73.0,notplaced,0
988,8.2,2.0,1,1,69,4.5,Yes,No,83,79,81.0,notplaced,0
989,6.9,1.0,2,0,85,4.8,Yes,Yes,73,87,82.0,placed,1
990,6.7,0.0,1,0,71,4.3,No,No,67,60,64.0,notplaced,0
991,7.6,0.0,3,2,85,3.7,Yes,Yes,80,83,48.0,notplaced,0
992,7.9,1.0,2,2,76,4.5,Yes,Yes,55,58,48.0,notplaced,0
993,7.8,1.0,1,2,82,4.3,Yes,Yes,59,65,44.0,placed,1
994,8.1,2.0,3,2,78,4.5,No,Yes,57,68,50.0,placed,1
995,8.6,2.0,3,0,89,4.8,Yes,Yes,83,85,42.0,placed,1
996,7.7,1.0,2,1,76,4.7,Yes,Yes,73,88,87.0,notplaced,0
997,8.2,2.0,3,2,90,4.8,Yes,Yes,87,88,82.0,placed,1
998,8.0,1.0,2,2,89,4.5,Yes,Yes,81,81,64.0,placed,1
999,7.4,1.0,2,0,78,4.6,No,No,78,65,48.0,notplaced,0
1000,7.6,1.0,2,0,60,4.1,No,Yes,57,65,70.0,notplaced,0
1001,7.8,0.0,2,0,70,4.3,No,No,55,68,91.0,notplaced,0
1002,7.6,1.0,2,1,78,4.3,No,Yes,60,71,78.0,notplaced,0
1003,8.1,2.0,2,1,88,4.8,Yes,Yes,88,67,52.0,notplaced,0
1004,8.1,0.0,1,0,85,4.5,Yes,Yes,79,82,75.0,placed,1
1005,8.6,1.0,1,2,75,4.5,Yes,Yes,68,82,86.0,notplaced,0
1006,7.8,1.0,2,2,76,4.0,No,Yes,73,58,54.0,notplaced,0
1007,8.3,0.0,3,2,75,3.8,Yes,Yes,83,85,47.0,placed,1
1008,7.3,1.0,1,1,76,4.1,No,Yes,80,68,86.0,notplaced,0
1009,7.1,0.0,1,0,68,3.6,No,Yes,73,72,91.0,placed,1
1010,8.2,2.0,3,2,90,4.6,Yes,No,72,85,89.0,notplaced,0
1011,7.5,1.0,1,0,81,4.5,No,Yes,58,76,85.0,placed,1
1012,8.4,1.0,1,1,70,4.8,Yes,No,67,84,78.0,notplaced,0
1013,6.8,1.0,2,1,81,4.0,Yes,Yes,56,82,64.0,notplaced,0
1014,8.7,2.0,3,2,90,4.8,Yes,Yes,76,85,79.0,placed,1
1015,8.0,2.0,2,2,83,3.3,Yes,Yes,65,69,46.0,notplaced,0
1016,8.6,1.0,3,1,83,4.7,Yes,Yes,81,87,44.0,placed,1
1017,8.1,2.0,3,3,76,4.5,Yes,Yes,69,67,84.0,notplaced,0
1018,6.5,1.0,1,0,70,4.2,No,No,55,59,95.0,notplaced,0
1019,8.4,0.0,3,0,84,4.8,Yes,Yes,77,84,58.0,placed,1
1020,8.3,0.0,3,2,78,4.3,Yes,No,77,87,46.0,notplaced,0
1021,7.8,2.0,2,2,81,4.8,Yes,Yes,74,88,67.0,placed,1
1022,7.5,1.0,2,1,79,4.6,No,Yes,65,71,74.0,notplaced,0
1023,8.3,2.0,3,2,90,4.8,Yes,Yes,81,87,62.0,placed,1
1024,7.4,1.0,1,0,64,4.7,Yes,Yes,55,72,40.0,notplaced,0
1025,8.1,1.0,1,1,72,4.6,Yes,No,61,63,63.0,notplaced,0
1026,7.9,2.0,3,2,85,4.7,Yes,Yes,85,84,56.0,placed,1
1027,7.8,1.0,3,2,87,4.3,Yes,Yes,73,72,84.0,placed,1
1028,7.0,1.0,1,2,81,4.8,Yes,No,72,82,73.0,notplaced,0
1029,8.3,1.0,1,0,80,4.4,No,No,71,62,93.0,notplaced,0
1030,6.9,1.0,1,0,70,4.6,Yes,Yes,65,82,53.0,placed,1
1031,8.2,1.0,2,0,83,4.8,Yes,No,65,71,51.0,placed,1
1032,7.9,1.0,1,0,81,4.6,Yes,No,61,68,64.0,placed,1
1033,7.8,2.0,3,1,73,4.3,Yes,Yes,82,82,59.0,placed,1
1034,7.7,1.0,2,1,85,4.6,Yes,Yes,76,83,64.0,placed,1
1035,8.5,2.0,2,2,80,4.8,Yes,Yes,75,88,68.0,placed,1
1036,7.7,1.0,2,0,71,4.5,Yes,Yes,71,68,57.0,notplaced,0
1037,8.3,2.0,3,2,87,4.8,Yes,Yes,82,84,91.0,placed,1
1038,8.4,1.0,3,2,89,4.2,Yes,Yes,76,83,48.0,placed,1
1039,7.5,1.0,1,1,71,4.0,No,Yes,55,60,91.0,notplaced,0
1040,7.4,1.0,2,3,71,4.8,Yes,Yes,85,71,54.0,notplaced,0
1041,8.2,2.0,1,0,74,4.5,Yes,Yes,77,67,45.0,notplaced,0
1042,7.9,1.0,2,2,88,4.8,Yes,Yes,70,84,95.0,placed,1
1043,8.3,2.0,3,2,90,4.8,Yes,Yes,72,84,60.0,notplaced,0
1044,6.5,0.0,1,0,75,4.5,No,No,58,84,64.0,notplaced,0
1045,7.6,1.0,2,0,76,3.8,Yes,Yes,55,73,85.0,placed,1
1046,8.1,2.0,3,3,90,4.7,Yes,Yes,64,83,86.0,placed,1
1047,7.7,2.0,3,0,87,4.4,Yes,Yes,78,82,69.0,notplaced,0
1048,8.3,1.0,1,1,71,4.8,Yes,Yes,78,83,68.0,notplaced,0
1049,7.7,1.0,1,1,71,4.2,No,Yes,55,72,49.0,notplaced,0
1050,8.5,1.0,3,2,88,4.2,Yes,Yes,87,88,86.0,placed,1
1051,8.0,2.0,3,2,90,4.8,Yes,Yes,78,87,48.0,placed,1
1052,7.5,1.0,1,1,64,3.3,No,No,68,58,69.0,notplaced,0
1053,8.7,0.0,1,2,90,4.5,Yes,Yes,76,87,61.0,placed,1
1054,8.3,1.0,2,1,71,3.9,No,No,55,66,69.0,notplaced,0
1055,8.0,2.0,3,2,90,4.3,Yes,Yes,72,84,95.0,placed,1
1056,7.7,0.0,2,0,73,4.2,Yes,Yes,82,87,90.0,placed,1
1057,7.8,1.0,1,1,72,4.3,No,Yes,62,70,58.0,notplaced,0
1058,8.5,2.0,3,2,89,4.8,Yes,Yes,74,83,69.0,placed,1
1059,7.5,1.0,1,0,77,3.9,No,Yes,55,69,79.0,notplaced,0
1060,8.2,1.0,2,3,82,4.6,Yes,Yes,74,83,81.0,notplaced,0
1061,8.7,2.0,3,2,90,4.8,Yes,Yes,79,85,81.0,placed,1
1062,7.5,1.0,1,2,75,3.5,No,Yes,69,67,58.0,notplaced,0
1063,7.6,0.0,2,2,67,4.0,No,Yes,76,67,40.0,notplaced,0
1064,6.5,1.0,1,0,80,3.8,No,No,61,65,71.0,placed,1
1065,7.7,1.0,1,1,77,4.1,Yes,Yes,74,61,77.0,notplaced,0
1066,8.6,0.0,3,2,73,4.2,Yes,No,73,85,60.0,placed,1
1067,6.5,0.0,1,1,82,4.5,No,No,55,71,40.0,notplaced,0
1068,7.6,2.0,2,2,67,4.7,Yes,No,57,66,41.0,notplaced,0
1069,7.5,2.0,1,2,80,4.0,No,No,76,75,58.0,notplaced,0
1070,6.5,1.0,1,1,70,3.8,No,No,55,62,77.0,notplaced,0
1071,7.6,1.0,2,0,82,4.0,No,No,59,68,46.0,notplaced,0
1072,7.9,0.0,3,1,86,4.6,Yes,No,77,80,89.0,placed,1
1073,6.5,1.0,1,1,77,3.9,No,Yes,55,70,60.0,notplaced,0
1074,8.3,2.0,3,2,90,4.7,Yes,Yes,82,83,64.0,notplaced,0
1075,8.1,2.0,3,2,90,4.8,Yes,Yes,80,88,54.0,placed,1
1076,7.5,1.0,2,2,71,4.1,No,Yes,72,83,40.0,placed,1
1077,6.8,1.0,1,0,85,4.3,No,Yes,77,75,68.0,notplaced,0
1078,7.4,1.0,1,0,78,3.9,No,No,55,80,46.0,notplaced,0
1079,6.6,1.0,2,0,77,4.1,No,Yes,55,72,94.0,notplaced,0
1080,8.4,1.0,2,2,77,4.5,No,Yes,55,85,67.0,notplaced,0
1081,8.8,1.0,1,2,87,4.4,Yes,Yes,78,81,46.0,placed,1
1082,7.8,0.0,1,0,79,4.1,No,Yes,58,65,51.0,placed,1
1083,7.4,0.0,2,0,86,3.8,No,Yes,78,71,63.0,notplaced,0
1084,7.4,0.0,1,1,73,4.4,No,No,55,57,55.0,notplaced,0
1085,7.6,1.0,1,3,79,4.8,No,Yes,70,66,65.0,notplaced,0
1086,8.3,1.0,3,2,90,4.8,Yes,Yes,86,84,82.0,placed,1
1087,8.4,0.0,3,0,75,4.6,Yes,Yes,73,83,65.0,placed,1
1088,7.2,0.0,1,0,60,3.8,No,No,55,63,51.0,notplaced,0
1089,8.2,2.0,3,2,86,4.7,Yes,Yes,85,88,42.0,placed,1
1090,8.5,2.0,3,2,90,4.8,Yes,Yes,73,88,51.0,placed,1
1091,7.7,1.0,1,0,70,4.3,No,Yes,78,72,55.0,notplaced,0
1092,8.7,1.0,2,2,77,4.3,Yes,Yes,79,88,62.0,placed,1
1093,8.8,1.0,3,2,82,4.8,Yes,Yes,77,84,64.0,notplaced,0
1094,8.7,1.0,2,0,78,4.4,Yes,Yes,71,80,82.0,placed,1
1095,8.8,2.0,3,2,90,4.8,Yes,Yes,72,88,89.0,placed,1
1096,8.4,1.0,3,3,90,4.7,Yes,Yes,78,72,81.0,placed,1
1097,8.1,2.0,3,2,90,4.6,Yes,Yes,82,88,57.0,placed,1
1098,7.6,1.0,2,0,81,4.5,No,Yes,76,84,78.0,notplaced,0
1099,7.4,1.0,1,0,74,3.8,No,Yes,55,70,79.0,notplaced,0
1100,8.1,0.0,3,2,90,4.7,Yes,Yes,82,86,77.0,placed,1
1101,7.8,1.0,1,2,81,4.8,Yes,Yes,79,65,79.0,placed,1
1102,7.5,0.0,2,0,78,4.4,No,Yes,62,65,72.0,notplaced,0
1103,8.1,0.0,2,3,71,4.2,Yes,No,82,74,74.0,notplaced,0
1104,7.4,1.0,1,1,80,4.5,No,Yes,57,77,87.0,notplaced,0
1105,7.5,0.0,1,1,67,3.6,No,No,63,72,92.0,notplaced,0
1106,7.7,1.0,3,2,90,4.7,Yes,Yes,80,84,56.0,placed,1
1107,7.6,1.0,2,2,78,4.4,Yes,Yes,82,74,63.0,notplaced,0
1108,6.5,0.0,1,0,78,3.9,No,No,64,67,83.0,notplaced,0
1109,7.3,1.0,1,2,82,4.2,Yes,Yes,72,74,57.0,notplaced,0
1110,8.3,2.0,3,2,89,4.4,Yes,Yes,66,84,57.0,placed,1
1111,7.5,1.0,1,0,72,3.4,No,No,55,61,94.0,notplaced,0
1112,8.7,2.0,1,3,73,4.6,Yes,Yes,79,79,49.0,placed,1
1113,7.4,1.0,3,1,87,3.6,No,No,57,61,43.0,notplaced,0
1114,7.8,2.0,1,0,84,4.2,Yes,Yes,71,65,65.0,placed,1
1115,8.0,1.0,3,2,89,4.8,Yes,Yes,70,81,40.0,notplaced,0
1116,7.3,1.0,1,1,75,3.7,No,Yes,55,74,69.0,notplaced,0
1117,8.3,0.0,1,0,79,3.5,No,Yes,70,70,77.0,placed,1
1118,7.8,1.0,1,1,78,4.5,No,Yes,78,66,54.0,notplaced,0
1119,8.2,1.0,3,2,90,4.8,Yes,Yes,72,85,64.0,placed,1
1120,8.4,2.0,2,2,87,4.7,Yes,Yes,56,85,91.0,notplaced,0
1121,8.5,1.0,1,0,75,4.5,Yes,Yes,84,68,80.0,notplaced,0
1122,7.4,0.0,2,1,83,4.5,Yes,Yes,55,68,65.0,placed,1
1123,7.2,1.0,1,1,83,4.4,No,No,59,68,82.0,notplaced,0
1124,6.9,1.0,2,1,70,4.1,No,No,60,64,80.0,notplaced,0
1125,8.5,0.0,3,3,87,4.7,Yes,Yes,73,85,88.0,notplaced,0
1126,7.8,2.0,3,2,90,4.3,Yes,Yes,80,85,77.0,placed,1
1127,7.5,0.0,3,1,84,4.2,No,Yes,56,68,79.0,notplaced,0
1128,6.5,1.0,1,0,68,4.5,No,No,59,64,40.0,notplaced,0
1129,6.7,0.0,1,0,60,3.9,No,Yes,55,58,73.0,notplaced,0
1130,7.3,1.0,2,2,79,4.6,No,No,55,68,82.0,placed,1
1131,7.4,1.0,2,1,63,3.6,Yes,Yes,57,61,61.0,notplaced,0
1132,8.6,2.0,3,2,90,4.8,Yes,Yes,73,80,92.0,placed,1
1133,6.5,1.0,2,0,84,4.2,No,No,79,65,55.0,notplaced,0
1134,7.7,1.0,2,0,85,4.3,No,Yes,69,74,57.0,notplaced,0
1135,6.7,1.0,1,1,67,3.7,No,No,56,64,73.0,notplaced,0
1136,7.4,0.0,1,1,68,4.1,No,Yes,55,74,63.0,notplaced,0
1137,7.7,1.0,2,0,88,4.8,Yes,Yes,70,85,48.0,placed,1
1138,8.7,2.0,3,0,86,4.8,Yes,Yes,70,80,44.0,placed,1
1139,7.8,2.0,3,2,90,4.7,Yes,Yes,80,86,80.0,placed,1
1140,8.0,2.0,3,2,90,4.8,Yes,Yes,73,88,41.0,notplaced,0
1141,7.7,2.0,1,1,79,4.6,Yes,Yes,89,87,58.0,placed,1
1142,8.3,1.0,3,2,87,4.6,Yes,Yes,80,81,76.0,notplaced,0
1143,7.5,1.0,3,0,86,4.4,Yes,Yes,73,83,56.0,placed,1
1144,8.3,2.0,3,2,81,4.8,Yes,Yes,70,85,94.0,placed,1
1145,8.1,1.0,1,1,71,4.7,Yes,Yes,56,68,57.0,notplaced,0
1146,8.5,0.0,3,2,90,4.8,Yes,Yes,87,85,75.0,placed,1
1147,8.6,2.0,3,0,85,4.8,Yes,Yes,89,83,53.0,placed,1
1148,7.9,1.0,1,2,90,4.8,Yes,Yes,73,84,67.0,notplaced,0
1149,8.1,1.0,2,0,85,4.3,Yes,Yes,78,74,95.0,placed,1
1150,6.9,1.0,1,0,71,4.5,No,Yes,55,63,69.0,notplaced,0
1151,6.8,2.0,3,3,87,4.0,Yes,Yes,78,82,88.0,notplaced,0
1152,7.7,1.0,1,0,84,4.7,Yes,Yes,71,63,72.0,placed,1
1153,6.7,1.0,3,0,86,4.1,No,No,65,69,76.0,notplaced,0
1154,6.5,1.0,2,1,76,4.5,Yes,Yes,55,74,85.0,notplaced,0
1155,8.1,2.0,3,2,85,4.6,Yes,Yes,80,84,52.0,placed,1
1156,7.5,0.0,1,1,78,3.9,No,Yes,55,75,55.0,notplaced,0
1157,8.4,2.0,3,0,85,4.2,Yes,Yes,60,86,78.0,notplaced,0
1158,6.8,1.0,1,0,76,4.5,No,No,55,65,63.0,placed,1
1159,7.9,1.0,3,1,84,3.9,Yes,Yes,77,85,75.0,notplaced,0
1160,6.5,1.0,1,0,71,4.1,No,No,55,66,65.0,notplaced,0
1161,7.8,1.0,3,0,88,4.8,Yes,Yes,77,87,89.0,placed,1
1162,6.5,0.0,2,1,60,3.5,No,No,55,73,92.0,notplaced,0
1163,7.8,0.0,1,1,77,4.8,No,Yes,73,67,86.0,notplaced,0
1164,7.8,0.0,1,0,61,4.0,No,No,56,68,66.0,notplaced,0
1165,6.5,1.0,1,0,67,3.8,No,Yes,55,71,67.0,notplaced,0
1166,8.3,1.0,3,2,76,4.8,Yes,Yes,71,87,65.0,placed,1
1167,8.3,0.0,3,1,71,3.4,Yes,Yes,77,71,79.0,notplaced,0
1168,7.6,1.0,3,1,70,4.5,Yes,Yes,57,68,79.0,notplaced,0
1169,8.0,1.0,3,2,90,4.8,Yes,Yes,77,83,51.0,notplaced,0
1170,7.5,0.0,1,0,74,4.1,No,No,55,68,63.0,notplaced,0
1171,6.5,0.0,1,0,73,4.0,Yes,Yes,68,67,93.0,notplaced,0
1172,8.5,1.0,3,1,83,4.7,Yes,Yes,55,84,53.0,placed,1
1173,7.6,1.0,1,2,78,4.2,No,No,78,60,58.0,notplaced,0
1174,7.7,2.0,3,1,85,4.2,Yes,No,83,84,49.0,placed,1
1175,7.5,1.0,1,3,68,3.6,No,No,58,72,84.0,notplaced,0
1176,8.0,2.0,1,0,83,4.4,No,Yes,75,73,40.0,placed,1
1177,8.2,0.0,1,2,88,4.6,Yes,No,75,58,92.0,placed,1
1178,7.3,1.0,2,1,71,4.8,Yes,Yes,63,64,42.0,notplaced,0
1179,8.8,2.0,1,2,85,4.8,Yes,Yes,72,84,42.0,placed,1
1180,8.1,1.0,3,2,90,4.8,Yes,Yes,81,83,72.0,placed,1
1181,8.1,2.0,2,2,82,4.7,Yes,Yes,69,82,53.0,notplaced,0
1182,6.5,1.0,1,0,81,4.3,No,Yes,55,63,74.0,notplaced,0
1183,7.7,1.0,3,2,74,4.4,Yes,Yes,55,85,40.0,notplaced,0
1184,7.9,2.0,3,1,90,4.0,Yes,Yes,82,75,85.0,placed,1
1185,6.9,0.0,2,1,76,3.7,No,No,55,64,72.0,notplaced,0
1186,6.8,1.0,1,3,72,4.3,No,Yes,75,74,85.0,notplaced,0
1187,7.6,1.0,1,0,71,3.8,No,No,55,70,54.0,notplaced,0
1188,7.7,1.0,1,0,88,4.7,No,Yes,55,61,57.0,notplaced,0
1189,8.6,2.0,3,2,90,4.3,Yes,No,78,79,52.0,placed,1
1190,8.0,1.0,3,2,86,4.6,Yes,Yes,87,81,65.0,placed,1
1191,6.5,2.0,3,0,85,4.0,No,No,55,73,57.0,notplaced,0
1192,7.8,1.0,2,1,70,4.1,No,Yes,55,63,56.0,notplaced,0
1193,7.6,1.0,1,1,77,4.5,No,No,82,64,54.0,notplaced,0
1194,7.6,1.0,1,2,73,3.6,No,Yes,62,72,93.0,notplaced,0
1195,8.1,2.0,3,2,90,4.8,Yes,Yes,84,88,62.0,placed,1
1196,6.9,2.0,1,0,78,4.8,No,Yes,71,83,67.0,notplaced,0
1197,6.8,1.0,1,0,78,3.7,No,Yes,61,65,65.0,placed,1
1198,7.2,1.0,1,0,69,4.0,No,No,55,67,80.0,notplaced,0
1199,8.4,0.0,1,0,73,4.4,No,No,61,58,79.0,notplaced,0
1200,8.2,0.0,3,2,87,4.8,Yes,Yes,73,87,77.0,placed,1
1201,6.7,1.0,1,2,90,4.2,Yes,No,79,88,42.0,notplaced,0
1202,6.9,1.0,1,2,81,4.5,Yes,Yes,81,68,68.0,placed,1
1203,7.5,1.0,1,1,77,4.5,Yes,Yes,72,86,44.0,placed,1
1204,7.7,1.0,2,1,75,3.8,No,No,55,64,54.0,notplaced,0
1205,7.4,0.0,2,0,78,4.4,No,Yes,78,69,82.0,notplaced,0
1206,7.2,1.0,2,1,69,3.1,No,Yes,67,65,47.0,notplaced,0
1207,7.5,1.0,1,1,66,3.7,No,Yes,69,70,64.0,notplaced,0
1208,8.1,1.0,1,2,77,4.8,Yes,Yes,73,87,80.0,placed,1
1209,7.5,1.0,2,1,78,4.4,Yes,Yes,64,74,81.0,notplaced,0
1210,8.3,2.0,3,0,89,4.6,Yes,Yes,86,83,51.0,placed,1
1211,7.9,1.0,2,0,89,4.8,No,Yes,77,66,57.0,notplaced,0
1212,8.1,1.0,2,1,72,4.2,No,Yes,71,85,66.0,notplaced,0
1213,8.2,1.0,3,2,90,4.8,Yes,Yes,85,86,92.0,placed,1
1214,7.4,0.0,1,0,75,3.8,No,No,79,62,51.0,notplaced,0
1215,7.7,1.0,2,0,73,4.3,No,Yes,55,70,47.0,notplaced,0
1216,6.9,1.0,3,2,82,3.5,Yes,Yes,59,60,57.0,placed,1
1217,7.6,2.0,2,0,89,3.8,Yes,No,81,65,43.0,notplaced,0
1218,7.5,1.0,2,0,75,3.7,Yes,Yes,67,70,61.0,notplaced,0
1219,8.7,0.0,1,3,72,4.8,Yes,Yes,85,68,65.0,placed,1
1220,7.7,2.0,1,1,64,4.2,No,Yes,55,78,78.0,notplaced,0
1221,8.3,1.0,2,0,74,4.7,Yes,Yes,88,65,90.0,placed,1
1222,7.5,1.0,1,1,76,3.9,No,No,55,66,73.0,notplaced,0
1223,6.9,1.0,3,2,86,4.4,Yes,Yes,79,70,79.0,placed,1
1224,8.0,1.0,2,0,79,4.4,No,No,84,77,78.0,notplaced,0
1225,8.3,2.0,3,0,90,4.6,Yes,Yes,78,70,59.0,placed,1
1226,7.6,1.0,1,1,70,3.6,Yes,Yes,55,74,68.0,placed,1
1227,8.9,2.0,1,2,90,3.7,Yes,Yes,62,69,62.0,placed,1
1228,7.5,1.0,3,0,82,4.5,Yes,Yes,74,80,95.0,placed,1
